COLUMNS;DELAY_INCREMENTAL_INI;FILTER_COLUMN;PARTITION_COLUMN;FILTER_DATA_TYPE;FILTER_EXP;ID_COLUMN;JOIN_EXPR;PROCESS_ID;SOURCE_SCHEMA;SOURCE_TABLE;SOURCE_TABLE_TYPE;STAGE_TABLE_NAME
dbo.func_cas_todatetime(t2.fecultimod,t2.horultimod) lastmodifydate,t2.compania compania,rtrim(ltrim(t2.sucursal)) sucursal,rtrim(ltrim(t2.emisor)) emisor,rtrim(ltrim(t2.docupedido)) docupedido,cast(cast(t2.nropedido as bigint) as varchar(100)) nropedido,cast(cast(t2.articulo as bigint) as varchar(100)) articulo,cast(cast(t2.cliente as bigint) as varchar(100)) cliente,t2.procpedido procpedido,t.fecpedido fecpedido,t2.qcajpedid qcajpedid,t2.qbotpedid qbotpedid,t2.qbotadici qbotadici,t2.flgbolfac flgbolfac,t2.qcajasigp qcajasigp,t2.qbotasigp qbotasigp,t2.flgasignac flgasignac,t2.discendist discendist,t2.zonadist zonadist,t2.ruta ruta,t2.modulo modulo,t2.listprec listprec,t2.tdscto tdscto,t2.mondscto mondscto,t2.stspederr stspederr,t2.feccreacio feccreacio,t2.horcreacio horcreacio,t2.usuacreac usuacreac,t2.fecultimod fecultimod,t2.horultimod horultimod,t2.usuaulmod usuaulmod,t2.sercomvta sercomvta,t2.nropricovt nropricovt,t2.fordvisit fordvisit,t2.impprecaj impprecaj,t2.impcob impcob,t2.idregla idregla,rtrim(ltrim(t2.docucomalm)) docucomalm,t2.nrocomalm nrocomalm,t2.escala escala,t2.segmento segmento,t2.canal canal,t2.stspedido stspedido,case when t2.aprobacion = 0x46 then 'F' when t2.aprobacion = 0x54 then 'T' end aprobacion,t2.secdist secdist,t2.impvalv impvalv,t2.impbim1 impbim1,t2.prcim1 prcim1,t2.impim1 impim1,t2.impbim2 impbim2,t2.prcim2 prcim2,t2.impim2 impim2,t2.impbim3 impbim3,t2.prcim3 prcim3,t2.impim3 impim3,t2.impbim4 impbim4,t2.prcim4 prcim4,t2.impim4 impim4,t2.impbim5 impbim5,t2.prcim5 prcim5,t2.impim5 impim5,t2.impbim6 impbim6,t2.prcim6 prcim6,t2.impim6 impim6,t2.impbim7 impbim7,t2.prcim7 prcim7,t2.impim7 impim7,cast(null as varchar(4)) consignee,cast(null as varchar(4)) consigdir,cast(null as varchar(4)) flgsustapl,cast(null as varchar(4)) idestcom,cast(idpedsforce as varchar(20)) idpedsforce,case when t2.aprobacion = 0x46 then '70' when t2.aprobacion = 0x54 then '84' end flgextrta,cast(null as varchar(4)) flgprepag,cast(null as varchar(4)) idpedecomm;-2;fecpedido between {0} and {1};;aje_date;t2.compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(t2.compania)) + '|' + ltrim(rtrim(t2.sucursal)) + '|' + ltrim(rtrim(t2.emisor)) + '|' + ltrim(rtrim(t2.docupedido)) + '|' + cast(cast(t2.nropedido as bigint) as varchar(100)) + '|' + cast(cast(t2.cliente as bigint) as varchar(100)) + '|' + cast(cast(t2.articulo as bigint) as varchar(100)) + '|' + ltrim(rtrim(t2.procpedido)) + '|' + cast(t2.idregla as varchar(100));inner join dbo.tpedid1f(nolock) t on t.compania = t2.compania and t.sucursal = t2.sucursal and t.emisor = t2.emisor and t.docupedido = t2.docupedido and t.nropedido = t2.nropedido;10;dbo;tpedid2f t2;t;t_documento_pedido_ades_detalle
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, linea,replace(replace(descrip, char(13),''), char(10),'') descrip, flglinea, compranac, compraimpo, consnacion, consimport,case when flgctlmejo = 0x46 then 'F' when flgctlmejo = 0x54 then 'T' end flgctlmejo,case when flgbienmat = 0x46 then 'F' when flgbienmat = 0x54 then 'T' end flgbienmat,case when flgoblsfam = 0x46 then 'F' when flgoblsfam = 0x54 then 'T' end flgoblsfam, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod,case when flgcostigv = 0x46 then 'F' when flgcostigv = 0x54 then 'T' end flgcostigv,case when flgcreacronograma = 0x46 then 'F' when flgcreacronograma = 0x54 then 'T' end flgcreacronograma,case when encve = 0x46 then 'F' when encve = 0x54 then 'T' end encve, linea_corp, tipmateria, flgcatfiscal, tipocrea, flgaprfor;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(linea));;10;dbo;mlinea1f;m;m_linea
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania,rtrim(ltrim(sucursal)) sucursal,rtrim(ltrim(almacen)) almacen, fecha, invent, responsab, stsinv, invetal, conteo, case when conajs = 0x46 then 'F' when conajs = 0x54 then 'T' end conajs, case when con3cnt = 0x46 then 'F' when con3cnt = 0x54 then 'T' end con3cnt, case when condifer = 0x46 then 'F' when condifer = 0x54 then 'T' end condifer, case when constkfin = 0x46 then 'F' when constkfin = 0x54 then 'T' end constkfin, aprobpor, feccrea, horcrea, usucrea, fecultimod, horultimod, usuultimod;-3;fecha between {0} and {1};;aje_date;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(sucursal)) + '|' + ltrim(rtrim(almacen)) + '|' + cast(fecha as varchar(100)) + '|' + ltrim(rtrim(invent));;10,20;dbo;tinvar1;t;t_toma_inventario
dbo.func_cas_todatetime(fecmodi,horamodi) lastmodifydate, compania, giro, girdnom, estado, usuacrea, feccrea, horacrea, usuamodi, fecmodi, horamodi;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(giro));;10;dbo;bgirotf;m;m_giro
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania,rtrim(ltrim(sucursal)) sucursal,rtrim(ltrim(emisor)) emisor,rtrim(ltrim(docucomvta)) docucomvta,cast(cast(nrocomvta as bigint) as varchar(20)) nrocomvta, sercomvta, nropricovt,rtrim(ltrim(docupedido)) docupedido,cast(cast(nropedido as bigint) as varchar(20)) nropedido,rtrim(ltrim(docucomalm)) docucomalm, nrocomalm, feccompvta, fecpediori, fecliquida, origcomvta, nrocomorig,cast(cast(cliente as int) as varchar(20)) cliente, fopagcomv, cliediapla,cast(cast(vendedor as int) as varchar(20)) vendedor, listprecov, proccomvta, tcajcovt, tpescomvt, timpvalv, timpdes, timpbisc, timpisc, timpbigv, timpigv, timpbim3, timpim3, timpbim4, timpim4,rtrim(ltrim(docucomvtr)) docucomvtr, timpcomvt, stscomvta,cast(cast(zonadist as int) as varchar(20)) zonadist, motirecha,cast(cast(ruta as int) as varchar(20)) ruta,cast(cast(modulo as int) as varchar(20)) modulo,cast(cast(supervisor as int) as varchar(20)) supervisor, nrocomref, aprobado, aprobado_por, desaprob_por, orden_autoriz,case when procesan = 0x46 then 'F' when procesan = 0x54 then 'T' end procesan, feccreacio, horcreacio, usuacreac, fecultimod, horultimod, usuaulmod, comprobant, codimpues1, codimpues2, codimpues3, codimpues4,rtrim(ltrim(moneda)) moneda, tcadolar, tcsoladol, compextor, fecanul,cast(cast(ejercicio as int) as varchar(20)) ejercicio, periodo,cast(cast(codfvtas as int) as varchar(20)) codfvtas, npedido, timpbpcp, timpbim5, timpim5, porcperc,case when notfiscli = 0x46 then 'F' when notfiscli = 0x54 then 'T' end notfiscli, timpbim6, timpim6,case when impreso = 0x46 then 'F' when impreso = 0x54 then 'T' end impreso, contrlfis, consignee, nroautfis,case when flgconfirm = 0x46 then 'F' when flgconfirm = 0x54 then 'T' end flgconfirm, fecconfirm, perconfirm,cast(null as varchar(4)) term_negoci, ciarefer, sucrefer, termnegoc, timpbim7, timpim7, motivncc,cast(null as varchar(4)) timpdesnimp,cast(null as varchar(4)) codimpues5,cast(null as varchar(4)) codimpues6,cast(null as varchar(4)) codimpues7,cast(null as varchar(4)) jefevta,cast(null as varchar(4)) idestcom,cast(null as varchar(4)) secdist,cast(null as varchar(4)) flgpagant,cast(null as varchar(4)) impantic,cast(null as varchar(4)) idsforce,cast(null as varchar(4)) medpago,cast(null as varchar(4)) flgprepag,cast(null as varchar(4)) origen,cast(null as varchar(4)) flgrefact,cast(null as varchar(4)) flgfacglob, rtrim(ltrim(transaccio)) transaccio, rtrim(ltrim(nrodoc)) nrodoc;-2;feccompvta between {0} and {1};;aje_processperiod;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(sucursal)) + '|' + rtrim(ltrim(emisor)) + '|' + rtrim(ltrim(docucomvta)) + '|' + cast(cast(nrocomvta as bigint) as varchar(20));;10;dbo;tcovta1f;t;t_documento_venta
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, califica9,replace(replace(descrip, char(13),''), char(10),'') descrip, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(califica9));;10;dbo;bartic9f;m;m_tipo_envase
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, moneda, descrip, simbmone, flgproced, estado, operacion, descrip2, operador, feccrea, fecultmod, horcrea, horultimod, ultusumod, usucrea;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(moneda));;10,30;dbo;mmoned1f;m;m_moneda
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, califica8,replace(replace(descrip, char(13),''), char(10),'') descrip, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(califica8));;10;dbo;bartic8f;m;m_light
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania,sucursal,gerencia,nombre,estado,ejercicio,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultimod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(gerencia)) + '|' + ltrim(rtrim(ejercicio));;30;dbo;bgeren1f;m;m_gerencia
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania,sucursal,personafle,persona,transpclie,coddirec,tipoembar,tipcapveh,tipotarif,fecvigfle,montotar,maniobras,montadic,distankm,nrodias,tviaje,estado,feccreacio,horcracio,usuacreac,fecultimod,horultimod,usuaulmod,aprobpor,feccaduc,fecaproba,diaadicio,moneda,observac,valreffis,penalid,retorno,case when flgimpuest = 0x46 then 'F' when flgimpuest = 0x54 then 'T' end flgimpuest,fopagflt,tpcarga,ubigpais,ubigdepart,ubigprov,zonapostal,tipoprod,case when flgbackhaul = 0x46 then 'F' when flgbackhaul = 0x54 then 'T' end flgbackhaul,case when flgaprobado = 0x46 then 'F' when flgaprobado = 0x54 then 'T' end flgaprobado,horaprobac;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(sucursal)) + '|' + ltrim(rtrim(personafle)) + '|' + ltrim(rtrim(persona)) + '|' + ltrim(rtrim(transpclie)) + '|' + ltrim(rtrim(coddirec)) + '|' + ltrim(rtrim(tipoembar)) + '|' + ltrim(rtrim(tipcapveh)) + '|' + ltrim(rtrim(tipotarif)) + '|' + ltrim(rtrim(fecvigfle)) + '|' + ltrim(rtrim(zonapostal)) + '|' + ltrim(rtrim(tpcarga)) + '|' + ltrim(rtrim(moneda)) + '|' + ltrim(rtrim(tipoprod)) + '|' + ltrim(rtrim(flgbackhaul));;70;dbo;mfletjclf;m;m_tarifa_flete
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, califica3,replace(replace(descrip, char(13),''), char(10),'') descrip, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod, califica3_corp;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(califica3));;10;dbo;bartic3f;m;m_formato
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania,terminos,descrip,estado,case when flgseguro = 0x46 then 'F' when flgseguro = 0x54 then 'T' end flgseguro,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultimod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(terminos));;30;dbo;btermi1f;m;m_termino
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania,cast(cast(listprec as int) as varchar(20)) listprec,replace(replace(descprecio, char(13),''), char(10),'') descprecio, stslipre,cast(cast(qcliprecio as int) as varchar(20)) qcliprecio, feccreacio, horcreacio, usuacreac, fecultimod, horultimod, usuaulmod,cast(cast(priolp as int) as varchar(20)) priolp, maxcjs, mincjs, canal, gneg, grupolist, codunid, fecfinal,cast(cast(aprobadop as int) as varchar(20)) aprobadop, fecaprobac, horaprobac,case when flglistbase = 0x46 then 'F' when flglistbase = 0x54 then 'T' end flglistbase;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + cast(listprec as varchar(20));;10;dbo;mlpvta1f;m;m_lista_precio
dbo.func_cas_todatetime(t2.fecultimod,t2.horultimod) lastmodifydate,t2.compania compania,rtrim(ltrim(t2.sucursal)) sucursal,rtrim(ltrim(t2.emisor)) emisor,rtrim(ltrim(t2.docupedido)) docupedido,cast(cast(t2.nropedido as bigint) as varchar(100)) nropedido,cast(cast(t2.articulo as bigint) as varchar(100)) articulo,cast(cast(t2.cliente as bigint) as varchar(100)) cliente,t2.procpedido procpedido,t2.compprog compprog,t2.sucuprog sucuprog,t2.emisprog emisprog,t.fecpedido fecpedido,t2.fechapedid fechapedid,t2.fechaprog fechaprog,t2.qcajpedid qcajpedid,t2.qbotpedid qbotpedid,t2.qcajprog qcajprog,t2.qbotprog qbotprog,t2.qcajaten qcajaten,t2.qbotaten qbotaten,t2.flgatend flgatend,t2.feccreacio feccreacio,t2.horcreacio horcreacio,t2.usuacreac usuacreac,t2.fecultimod fecultimod,t2.horultimod horultimod,t2.usuaulmod usuaulmod,t2.qcajsaldo qcajsaldo,t2.qbotsaldo qbotsaldo,case when t2.flgpagado = 0x46 then 'F' when t2.flgpagado = 0x54 then 'T' end flgpagado,t2.zonadist zonadist,t2.ruta ruta,t2.modulo modulo,t2.vendedor vendedor,t2.listprec listprec,t2.tdscto tdscto,t2.formpago formpago,t2.impprecaj impprecaj,t2.tipoped tipoped,rtrim(ltrim(t2.docucomvtaade)) docucomvtaade,t2.nrocomvtaade nrocomvtaade,t2.importe importe,t2.saldo saldo,t2.liquidado liquidado,t2.flgprogentreg flgprogentreg,t2.fechaentrega fechaentrega,case when t2.flgcancelado = 0x46 then 'F' when t2.flgcancelado = 0x54 then 'T' end flgcancelado,t2.qcajcanc qcajcanc,t2.qbotcanc qbotcanc,t2.usuacancela usuacancela,t2.fechacancela fechacancela,t2.leadtime leadtime,cast(null as varchar(4)) articuloant,cast(null as varchar(4)) medpago,cast(null as varchar(4)) flgfacorig;-2;fechapedid between {0} and {1};;aje_date;t2.compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(t2.compania)) + '|' + ltrim(rtrim(t2.sucursal)) + '|' + ltrim(rtrim(t2.emisor)) + '|' + ltrim(rtrim(t2.docupedido)) + '|' + cast(cast(t2.nropedido as bigint) as varchar(100)) + '|' + cast(cast(t2.articulo as bigint) as varchar(100)) + '|' + cast(cast(t2.cliente as bigint) as varchar(100)) + '|' + ltrim(rtrim(t2.procpedido)) + '|' + ltrim(rtrim(t2.compprog)) + '|' + ltrim(rtrim(t2.sucuprog)) + '|' + ltrim(rtrim(t2.emisprog)) + '|' + cast(t2.fechapedid as varchar(100)) + '|' + cast(t2.fechaprog as varchar(100)) + '|' + cast(t2.fechaentrega as varchar(100));inner join dbo.tpedid1f(nolock) t on t.compania = t2.compania and t.sucursal = t2.sucursal and t.emisor = t2.emisor and t.docupedido = t2.docupedido and t.nropedido = t2.nropedido;10;dbo;tpedid7f t2;t;t_documento_pedido_ades_aprobacion
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, condpago,case when stscomerci = 0x46 then 'F' when stscomerci = 0x54 then 'T' end stscomerci,replace(replace(descriplar, char(13),''), char(10),'') descriplar,replace(replace(descripcor, char(13),''), char(10),'') descripcor, porcadela, tiempo, nivelpeso, tipoprecio, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod, codequiv;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(condpago));;10;dbo;tcpago1f;m;m_forma_pago
compania, canal,replace(replace(descripcion, char(13),''), char(10),'') descripcion, centrocost, estado;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(canal));;10;dbo;tcandis1f;m;m_canal
dbo.func_cas_todatetime(fecmodifica,horamodifica) lastmodifydate, compania, cuentaclave, descrip, stsgrupo, feccreacio, horacreacio, usuacreacio, fecmodifica, horamodifica, usuamodifica, descripc;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(cuentaclave));;10;dbo;mctaclav1f;m;m_cuenta_clave
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania,cast(cast(gtoconcepto as int) as varchar(20)) gtoconcepto,descrip,unidadmed,tipogto,estado,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultimod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(gtoconcepto));;30;dbo;bgasto1f;m;m_gasto
dbo.func_cas_todatetime(fecultmod,horultmod) lastmodifydate, compania, sucursal, ano, codlis, cast(cast(articulo as bigint) as varchar(100)) articulo, precio, modific, estado, feccrea, horcrea, usucrea, fecultmod, horultmod, ultusumod, adicional, pstdglobal;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(sucursal)) + '|' + rtrim(ltrim(ano)) + '|' + rtrim(ltrim(codlis)) + '|' + cast(cast(articulo as bigint) as varchar(100));;30;dbo;detlpctoes;m;m_lista_precio_costo_estandar_detalle
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, transaccio,replace(replace(descrip, char(13),''), char(10),'') descrip, tipodoc, flgentsal, codsunat, tipotransa,cast(cast(astocontab as int) as varchar(20)) astocontab, idinterno,case when flgimport = 0x46 then 'F' when flgimport = 0x54 then 'T' end flgimport, flgtc, ideimport, abreviado,case when flg16digit = 0x46 then 'F' when flg16digit = 0x54 then 'T' end flg16digit, tipopasivo, regigvtip,case when ctbtrans = 0x46 then 'F' when ctbtrans = 0x54 then 'T' end ctbtrans, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod,cast(cast(ndigcom as int) as varchar(20)) ndigcom, genperdet,case when retfuefac = 0x46 then 'F' when retfuefac = 0x54 then 'T' end retfuefac,case when retfuepag = 0x46 then 'F' when retfuepag = 0x54 then 'T' end retfuepag,case when retrenfac = 0x46 then 'F' when retrenfac = 0x54 then 'T' end retrenfac,case when retrenpag = 0x46 then 'F' when retrenpag = 0x54 then 'T' end retrenpag,case when flgocomp = 0x46 then 'F' when flgocomp = 0x54 then 'T' end flgocomp, operacion,case when genrenta = 0x46 then 'F' when genrenta = 0x54 then 'T' end genrenta,case when flgdevolu = 0x46 then 'F' when flgdevolu = 0x54 then 'T' end flgdevolu, flgtiproc, tipalmmens, flgcalneto,case when flgpgv = 0x46 then 'F' when flgpgv = 0x54 then 'T' end flgpgv, tranaju,case when flgpresupuesto = 0x46 then 'F' when flgpresupuesto = 0x54 then 'T' end flgpresupuesto, flgoblfle,case when flgobserie = 0x46 then 'F' when flgobserie = 0x54 then 'T' end flgobserie, flgcalfecha;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(transaccio));;10;dbo;mdocum1f;m;m_documento_transaccion
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate,rtrim(ltrim(compania)) compania,rtrim(ltrim(sucursal)) sucursal,rtrim(ltrim(transaccio)) transaccio,rtrim(ltrim(nrodoc)) nrodoc,cast(cast(articulo as bigint) as varchar(100)) articulo,secuencia,proveedor,tipodeta,qperdida,qatendida,fecinicio,fecfinal,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultimod;-36;feccrea between {0} and {1};;aje_date;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(sucursal)) + '|' + rtrim(ltrim(transaccio)) + '|' + rtrim(ltrim(nrodoc)) + '|' + rtrim(ltrim(tipodeta)) + '|' + cast(cast(articulo as bigint) as varchar(100)) + '|' + rtrim(ltrim(secuencia));;30;dbo;tordco5f;t;t_orden_compra_cronograma_entrega
dbo.func_cas_todatetime(fecultmod, horultmod) AS lastmodifydate, compania, sucursal, transaccio, nrodoc, idcli, ident, codenvio, feccarini, feccarfin, horcarini, horcarfin, fecexp, horexp, paiscar, depcar, ciucar, dircar, lngcar, latcar, concar, tlfcar, paisent, depent, ciuent, dirent, lngent, latent, conent, tlfent, titenv, tippreenv, tipenv, preenv, porinienv, REPLACE(REPLACE(condpagenv, CHAR(13), ''), CHAR(10), '') as condpagenv, idenvioefl, idtrans, statusenv, preaprenv, tipoviaje, vehiculo, chofer, tipocar, ciaordcar, sucordcar, almordcar, traordcar, nroordcar, montotar, totaltn, personafle, tipoembar, pesoguia, prefinenv, tipoprod, cantfleteimp, gtoadicional, aprobgtoad, mtofijogtoad, porcgtoadi, impgtoadi, CASE WHEN flgexpmin = 0x46 THEN 'F' WHEN flgexpmin = 0x54 THEN 'T' END AS flgexpmin, distankm, zonapostal, idtv, usucrea, feccrea, horcrea, ultusumod, fecultmod, horultmod;-2;feccrea between {0} and {1};;aje_date;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(sucursal)) + '|' + ltrim(rtrim(transaccio)) + '|' + ltrim(rtrim(nrodoc));;70;dbo;treque13f;t;t_requerimiento_servicio_flete
dbo.func_cas_todatetime(fecultmod,horultmod) lastmodifydate, categoria, subcat1, descrip, estado, feccrea, horcrea, usucrea, fecultmod, horultmod, usuultmod, compania;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(categoria)) + '|' + rtrim(ltrim(subcat1));;30;dbo;msubc1com;m;m_sub_categoria_compra
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, tipoper,replace(replace(descrip, char(13),''), char(10),'') descrip, feccreacio, horcreacio, usuacreac, fecultimod, horultimod, usuaulmod;;;;;;rtrim(ltrim(tipoper));;10;dbo;btipopera1f;m;m_tipo_operacion
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania,cast(cast(ruta as int) as varchar(20)) ruta,replace(replace(descruta, char(13),''), char(10),'') descruta,cast(cast(vendedor as int) as varchar(20)) vendedor,cast(cast(zonadist as int) as varchar(20)) zonadist,cast(cast(qcliruta as int) as varchar(20)) qcliruta, stsruta, feccreacio, horcreacio, usuacreac, fecultimod, horultimod, usuaulmod,cast(cast(codfvtas as int) as varchar(20)) codfvtas,rtrim(ltrim(sucursal)) sucursal, flgpeligro, modaten;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(sucursal)) + '|' + cast(codfvtas as varchar(20)) + '|' + cast(ruta as varchar(20));;10;dbo;mestdi3f;m;m_ruta
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania,unidad,descrip,descrip2,unitipo,estado,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultimod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(unidad));;30;dbo;bunidad1f;m;m_unidad
dbo.func_cas_todatetime(fecultmod,horultmod) lastmodifydate, compania,sucursal,almacen,docucomalm,nrocomalm,almdoc,nrodoc,docflete,nroflete,peso,totflete,centrocost,area,gerencia,pcrflt,coddoc,ciadoc,sucdoc,feccreacio,horcreacio,usuacreacio,fecultmod,horultmod,usuultmod;-2;feccreacio between {0} and {1};;aje_date;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(sucursal)) + '|' + ltrim(rtrim(almacen)) + '|' + ltrim(rtrim(docucomalm)) + '|' + ltrim(rtrim(nrocomalm)) + '|' + ltrim(rtrim(ciadoc)) + '|' + ltrim(rtrim(sucdoc)) + '|' + ltrim(rtrim(almdoc)) + '|' + ltrim(rtrim(coddoc)) + '|' + ltrim(rtrim(nrodoc));;70;dbo;tcoalm18f;t;t_guia_por_flete
dbo.func_cas_todatetime(t2.fecultimod,t2.horultimod) lastmodifydate,t2.compania compania,rtrim(ltrim(t2.sucursal)) sucursal,t2.sucursaori sucursaori,rtrim(ltrim(t2.almacenori)) almacenori,rtrim(ltrim(t2.docucomalm)) docucomalm,t2.nrocomalm nrocomalm,t2.nromovalm nromovalm,cast(cast(t2.nrolicoal2 as int) as varchar(20)) nrolicoal2,t2.ciarefer ciarefer,t2.sucrefer sucrefer,rtrim(ltrim(t2.docucomal1)) docucomal1,t2.nrocomalm1 nrocomalm1,t2.sucursades sucursades,rtrim(ltrim(t2.almacendes)) almacendes,cast(cast(t2.prvcliemp as int) as varchar(20)) prvcliemp,t2.feccomalms feccomalms,t2.proccomalm proccomalm,rtrim(ltrim(t2.moneda)) moneda,t2.tipcambio tipcambio,replace(replace(t2.ccosemisor, char(13),''), char(10),'') ccosemisor,case when t2.flgcontab = 0x46 then 'F' when t2.flgcontab = 0x54 then 'T' end flgcontab,cast(cast(t2.articulo as bigint) as varchar(100)) articulo,t2.opecomalm opecomalm,t2.artuniman artuniman,t2.qcajcomalm qcajcomalm,t2.qbotcomalm qbotcomalm,t2.artuniman1 artuniman1,t2.qartunman qartunman,t2.impcoststd impcoststd,t2.impcostrea impcostrea,t2.impcostprm impcostprm,cast(cast(t2.secorigen as int) as varchar(20)) secorigen,cast(cast(t2.tipartpro as int) as varchar(20)) tipartpro,case when t2.manlote = 0x46 then 'F' when t2.manlote = 0x54 then 'T' end manlote,t2.nrocoraut nrocoraut,t2.qbultos qbultos,t2.nrotransf nrotransf,t2.opesalalm opesalalm,t2.stscomalmd stscomalmd,t2.feccreacio feccreacio,t2.horcreacio horcreacio,t2.usuacreac usuacreac,t2.fecultimod fecultimod,t2.horultimod horultimod,t2.usuaulmod usuaulmod,t2.totimp totimp,cast(cast(t2.motivo as int) as varchar(20)) motivo,replace(replace(t2.detcceq, char(13),''), char(10),'') detcceq,t2.sfisico sfisico,t2.svalor svalor,t2.fechacron fechacron,t2.artioco artioco,cast(cast(t2.ordkx as int) as varchar(20)) ordkx;-4;t.feccomalms between {0} and {1};;aje_date;t2.compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(t2.compania)) + '|' + rtrim(ltrim(t2.sucursal)) + '|' + rtrim(ltrim(t2.nromovalm)) + '|' + cast(t2.nrolicoal2 as varchar(20));inner join dbo.tcoalm1f(nolock) t on t.compania = t2.compania and t.sucursal = t2.sucursal and t.nromovalm = t2.nromovalm;10,20;dbo;tcoalm2f t2;t;t_movimiento_inventario_detalle
